test_id	language	trial_set
ivec15-lre_ghvgudc	kurdish	eval
ivec15-lre_giamqvc	thai	eval
ivec15-lre_giiizdc	slovak	eval
ivec15-lre_gimckcc	out_of_set	eval
ivec15-lre_giokxic	out_of_set	prog
ivec15-lre_gishexc	out_of_set	eval
ivec15-lre_gisoaic	thai	eval
ivec15-lre_gitbkyc	out_of_set	prog
ivec15-lre_gitskhc	pashto	eval
ivec15-lre_giwzxkc	swahili	eval
ivec15-lre_giyodjc	slovak	eval
ivec15-lre_giyzotc	polish	prog
ivec15-lre_giyzouc	spanish	eval
ivec15-lre_gjgaedc	portuguese	eval
ivec15-lre_gjhbexc	tajik	eval
ivec15-lre_gjhvjzc	korean	eval
ivec15-lre_gjkeboc	cantonese	eval
ivec15-lre_gjoivec	swahili	prog
ivec15-lre_gjuercc	burmese	prog
ivec15-lre_gjujzsc	out_of_set	eval
ivec15-lre_gjwtnyc	out_of_set	eval
ivec15-lre_gkavomc	greek	eval
ivec15-lre_gkbgnfc	out_of_set	eval
ivec15-lre_gkdnhbc	out_of_set	eval
ivec15-lre_gkezjgc	thai	eval
ivec15-lre_gkhpjxc	oromo	eval
ivec15-lre_gkknayc	greek	prog
ivec15-lre_gklsrmc	out_of_set	eval
ivec15-lre_gkmwqtc	out_of_set	eval
ivec15-lre_gkonjyc	oromo	eval
ivec15-lre_gkpsbbc	kurdish	eval
ivec15-lre_gkrbhpc	out_of_set	eval
ivec15-lre_gktkvmc	tajik	eval
ivec15-lre_gkugyoc	out_of_set	eval
ivec15-lre_gkxlcic	arabic	eval
ivec15-lre_glblufc	somali	eval
ivec15-lre_glbyjdc	out_of_set	eval
ivec15-lre_glesooc	kosovo	eval
ivec15-lre_glfukjc	uzbek	eval
ivec15-lre_gljjrxc	out_of_set	prog
ivec15-lre_gltywic	farsi	eval
ivec15-lre_glwsrkc	kazakh	eval
ivec15-lre_glxsulc	out_of_set	prog
ivec15-lre_gmbfblc	amharic	eval
ivec15-lre_gmbpluc	zulu	eval
ivec15-lre_gmecedc	slovak	eval
ivec15-lre_gmgacwc	armenian	eval
ivec15-lre_gmghfvc	swahili	eval
ivec15-lre_gmkmuzc	out_of_set	eval
ivec15-lre_gmmnbpc	burmese	eval
ivec15-lre_gmmvoec	out_of_set	prog
ivec15-lre_gmpkhpc	out_of_set	eval
ivec15-lre_gmptkvc	out_of_set	eval
ivec15-lre_gmqblwc	mandarin	prog
ivec15-lre_gmqffsc	oromo	eval
ivec15-lre_gmujshc	russian	prog
ivec15-lre_gmwiqcc	mandarin	eval
ivec15-lre_gnbsfmc	mandarin	eval
ivec15-lre_gncdnbc	out_of_set	eval
ivec15-lre_gngxptc	tajik	eval
ivec15-lre_gnjhsmc	hausa	prog
ivec15-lre_gnlzmec	mandarin	prog
ivec15-lre_gnqjbzc	mandarin	eval
ivec15-lre_gnrplyc	out_of_set	eval
ivec15-lre_gnunalc	pashto	eval
ivec15-lre_gnxczec	english	eval
ivec15-lre_gnzpawc	out_of_set	prog
ivec15-lre_gocbhac	out_of_set	prog
ivec15-lre_gocxfcc	out_of_set	eval
ivec15-lre_goehmzc	out_of_set	eval
ivec15-lre_goeipfc	uzbek	prog
ivec15-lre_gojufmc	czech	prog
ivec15-lre_gojwdqc	tajik	eval
ivec15-lre_gorwfqc	out_of_set	eval
ivec15-lre_goyacbc	kyryz	eval
ivec15-lre_goycalc	georgian	eval
ivec15-lre_gpbcxec	creole	eval
ivec15-lre_gpeopwc	turkish	prog
ivec15-lre_gpflqqc	out_of_set	eval
ivec15-lre_gpjhdbc	creole	eval
ivec15-lre_gppgymc	dari	eval
ivec15-lre_gppztjc	kurdish	eval
ivec15-lre_gprgnfc	out_of_set	eval
ivec15-lre_gpsjdec	swahili	eval
ivec15-lre_gpueyrc	out_of_set	prog
ivec15-lre_gpzvkzc	laotian	eval
ivec15-lre_gqaqowc	burmese	eval
ivec15-lre_gqbltqc	farsi	eval
ivec15-lre_gqfeyic	out_of_set	eval
ivec15-lre_gqfpaxc	zulu	prog
ivec15-lre_gqjacnc	kyryz	eval
ivec15-lre_gqodalc	korean	eval
ivec15-lre_gqyzjkc	romanian	eval
ivec15-lre_graojcc	japanese	prog
ivec15-lre_grcpjac	out_of_set	eval
ivec15-lre_grdgbic	out_of_set	eval
ivec15-lre_grdqhkc	out_of_set	prog
ivec15-lre_grgsvkc	mandarin	prog
ivec15-lre_grgsvoc	bosnian	eval
ivec15-lre_griglyc	turkish	eval
ivec15-lre_grixabc	tajik	eval
ivec15-lre_grjssmc	laotian	eval
ivec15-lre_grmelec	somali	prog
ivec15-lre_grsyldc	out_of_set	eval
ivec15-lre_gruhxmc	hausa	eval
ivec15-lre_gruknsc	kazakh	eval
ivec15-lre_grurjec	cantonese	eval
ivec15-lre_grwlvrc	thai	eval
ivec15-lre_gsbdpyc	khmer	eval
ivec15-lre_gsdhiac	uzbek	eval
ivec15-lre_gsfpqnc	khmer	eval
ivec15-lre_gtjbric	urdu	eval
ivec15-lre_gtkkwnc	greek	prog
ivec15-lre_gtlypkc	kurdish	eval
ivec15-lre_gtrzuic	bosnian	prog
ivec15-lre_gttdcic	amharic	eval
ivec15-lre_gtvgwmc	out_of_set	prog
ivec15-lre_gtxoxdc	slovak	prog
ivec15-lre_gtxyqmc	out_of_set	prog
ivec15-lre_gtyegic	thai	eval
ivec15-lre_gtysxcc	dari	prog
ivec15-lre_gubqdzc	out_of_set	eval
ivec15-lre_gubrgvc	urdu	eval
ivec15-lre_gugtgec	out_of_set	eval
ivec15-lre_guinkdc	japanese	eval
ivec15-lre_gullmhc	out_of_set	prog
ivec15-lre_guttmrc	spanish	eval
ivec15-lre_guwhkvc	farsi	prog
ivec15-lre_guwsykc	out_of_set	eval
ivec15-lre_guxuimc	portuguese	eval
ivec15-lre_guxypyc	georgian	prog
ivec15-lre_gvawgnc	russian	eval
ivec15-lre_gvfgppc	out_of_set	prog
ivec15-lre_gvkfqdc	out_of_set	eval
ivec15-lre_gvnoarc	turkish	prog
ivec15-lre_gvqvghc	french	prog
ivec15-lre_gvszowc	indonesian	prog
ivec15-lre_gvtkemc	hindi	eval
ivec15-lre_gvvwifc	hindi	eval
ivec15-lre_gwarifc	farsi	eval
ivec15-lre_gwcguzc	azerbaijani	eval
ivec15-lre_gwewzrc	spanish	prog
ivec15-lre_gwfginc	tagalog	eval
ivec15-lre_gwhohsc	tajik	prog
ivec15-lre_gwiduxc	french	prog
ivec15-lre_gwkxupc	korean	prog
ivec15-lre_gwqrofc	zulu	eval
ivec15-lre_gwslhac	russian	eval
ivec15-lre_gwvkswc	amharic	eval
ivec15-lre_gwwmpxc	out_of_set	eval
ivec15-lre_gxagavc	khmer	eval
ivec15-lre_gxdhrrc	out_of_set	eval
ivec15-lre_gxfnguc	out_of_set	eval
ivec15-lre_gxfxnkc	out_of_set	eval
ivec15-lre_gxiatpc	tibetan	prog
ivec15-lre_gxirikc	uzbek	eval
ivec15-lre_gxjmhdc	turkish	eval
ivec15-lre_gxmjtvc	out_of_set	eval
ivec15-lre_gxrgcmc	kosovo	eval
ivec15-lre_gxrpzrc	out_of_set	prog
ivec15-lre_gxsvrhc	armenian	eval
ivec15-lre_gxzdhhc	bengali	eval
ivec15-lre_gyhxplc	out_of_set	prog
ivec15-lre_gylgnxc	indonesian	eval
ivec15-lre_gyqersc	shona	eval
ivec15-lre_gystykc	korean	prog
ivec15-lre_gytpxxc	english	eval
ivec15-lre_gyxjdrc	indonesian	eval
ivec15-lre_gyztssc	greek	prog
ivec15-lre_gzaplwc	out_of_set	eval
ivec15-lre_gzegmbc	tibetan	eval
ivec15-lre_gzgrmzc	oromo	eval
ivec15-lre_gzgrncc	indonesian	prog
ivec15-lre_gzgynlc	slovak	eval
ivec15-lre_gzwjzpc	czech	eval
ivec15-lre_hacyuuc	shona	eval
ivec15-lre_haeqsgc	japanese	eval
ivec15-lre_haewttc	arabic	eval
ivec15-lre_hahscrc	portuguese	eval
ivec15-lre_hajjjvc	swahili	eval
ivec15-lre_hajzlxc	creole	prog
ivec15-lre_hakqfgc	oromo	eval
ivec15-lre_hamdxnc	slovak	eval
ivec15-lre_hapvnsc	arabic	eval
ivec15-lre_hauxlec	ukrainian	eval
ivec15-lre_hbheymc	out_of_set	eval
ivec15-lre_hbipzhc	pashto	eval
ivec15-lre_hbnjfqc	greek	eval
ivec15-lre_hbnqycc	punjabi	eval
ivec15-lre_hbnszcc	hindi	eval
ivec15-lre_hboqtdc	kosovo	eval
ivec15-lre_hbpbksc	farsi	eval
ivec15-lre_hbriimc	zulu	prog
ivec15-lre_hbugytc	out_of_set	prog
ivec15-lre_hbvnzsc	out_of_set	eval
ivec15-lre_hcclhkc	out_of_set	eval
ivec15-lre_hcidscc	tagalog	prog
ivec15-lre_hcmbfmc	out_of_set	eval
ivec15-lre_hcrxecc	spanish	prog
ivec15-lre_hctrkmc	punjabi	eval
ivec15-lre_hcvlcfc	armenian	eval
ivec15-lre_hcvsdbc	bosnian	eval
ivec15-lre_hcwcdkc	thai	prog
ivec15-lre_hcwjkfc	english	eval
ivec15-lre_hcwtzwc	khmer	prog
ivec15-lre_hcwviwc	out_of_set	eval
ivec15-lre_hcwwiec	hausa	eval
ivec15-lre_hcyuovc	thai	eval
ivec15-lre_hczhanc	polish	eval
ivec15-lre_hdetbjc	out_of_set	prog
ivec15-lre_hdjnpcc	laotian	eval
ivec15-lre_hdlwgac	out_of_set	eval
ivec15-lre_hdmkjwc	french	eval
ivec15-lre_hdmxltc	azerbaijani	eval
ivec15-lre_hdooapc	out_of_set	prog
ivec15-lre_hdqdeyc	russian	eval
ivec15-lre_hdqlryc	japanese	prog
ivec15-lre_hdqswkc	tibetan	eval
ivec15-lre_hdtxlxc	out_of_set	eval
ivec15-lre_hdxamec	out_of_set	eval
ivec15-lre_hdxzydc	out_of_set	prog
ivec15-lre_hdzcytc	turkish	prog
ivec15-lre_hdznpqc	out_of_set	eval
ivec15-lre_hehvvgc	ukrainian	eval
ivec15-lre_heieyac	czech	prog
ivec15-lre_hejjdgc	cantonese	prog
ivec15-lre_heqcobc	amharic	eval
ivec15-lre_heuceoc	hausa	eval
ivec15-lre_hfallpc	out_of_set	eval
ivec15-lre_hffirac	korean	eval
ivec15-lre_hfhsjpc	portuguese	prog
ivec15-lre_hfirgvc	spanish	eval
ivec15-lre_hfnginc	kurdish	eval
ivec15-lre_hfrbqfc	kyryz	eval
ivec15-lre_hfufijc	amharic	eval
ivec15-lre_hfyxsdc	tajik	eval
ivec15-lre_hgecxrc	out_of_set	eval
ivec15-lre_hgesvcc	polish	eval
ivec15-lre_hgfdzvc	bengali	prog
ivec15-lre_hgfjeqc	dari	prog
ivec15-lre_hggsjtc	laotian	eval
ivec15-lre_hghupkc	slovak	eval
ivec15-lre_hgilduc	armenian	eval
ivec15-lre_hgjkcjc	russian	eval
ivec15-lre_hgmwbmc	turkish	prog
ivec15-lre_hgmyhwc	out_of_set	prog
ivec15-lre_hgnelvc	out_of_set	eval
ivec15-lre_hgnhcjc	dari	eval
ivec15-lre_hgppgfc	out_of_set	prog
ivec15-lre_hgqlgac	cantonese	eval
ivec15-lre_hgyvzpc	out_of_set	eval
ivec15-lre_hhgzzwc	turkish	eval
ivec15-lre_hhilgdc	creole	eval
ivec15-lre_hhlphec	spanish	eval
ivec15-lre_hhoihac	out_of_set	prog
ivec15-lre_hhqnaqc	pashto	eval
ivec15-lre_hhrqakc	out_of_set	eval
ivec15-lre_hhsrftc	oromo	eval
ivec15-lre_hibsdwc	romanian	eval
ivec15-lre_hievflc	japanese	prog
ivec15-lre_hifofxc	bosnian	eval
ivec15-lre_higebbc	arabic	eval
ivec15-lre_hijbpwc	french	prog
ivec15-lre_hijwixc	out_of_set	eval
ivec15-lre_hilwjuc	somali	eval
ivec15-lre_hindirc	out_of_set	prog
ivec15-lre_hisvjfc	out_of_set	eval
ivec15-lre_hivhqac	farsi	eval
ivec15-lre_hjiljxc	russian	eval
ivec15-lre_hjjznxc	tagalog	eval
ivec15-lre_hjlwtkc	portuguese	eval
ivec15-lre_hjnrybc	out_of_set	eval
ivec15-lre_hjobppc	hausa	eval
ivec15-lre_hjpuvkc	turkish	eval
ivec15-lre_hjstgjc	pashto	eval
ivec15-lre_hjzbxpc	tajik	prog
ivec15-lre_hkanwfc	portuguese	eval
ivec15-lre_hkcelyc	out_of_set	eval
ivec15-lre_hkdiscc	laotian	eval
ivec15-lre_hksrguc	out_of_set	eval
ivec15-lre_hkxwyec	arabic	eval
ivec15-lre_hlbgxic	romanian	eval
ivec15-lre_hlfapnc	ukrainian	prog
ivec15-lre_hlhdvec	ukrainian	prog
ivec15-lre_hlhryic	english	prog
ivec15-lre_hljqwic	pashto	eval
ivec15-lre_hlpinnc	turkish	prog
ivec15-lre_hlrbemc	tatar	eval
ivec15-lre_hlwxroc	japanese	prog
ivec15-lre_hlybqcc	french	eval
ivec15-lre_hlyqlzc	farsi	eval
ivec15-lre_hlzoxyc	thai	eval
ivec15-lre_hmagmrc	somali	eval
ivec15-lre_hmbpjdc	swahili	prog
ivec15-lre_hmdbbmc	romanian	eval
ivec15-lre_hmdgwmc	zulu	eval
ivec15-lre_hmfaodc	turkish	eval
ivec15-lre_hmfklwc	kazakh	eval
ivec15-lre_hmkfudc	out_of_set	eval
ivec15-lre_hmnxyvc	azerbaijani	eval
ivec15-lre_hmpbcfc	out_of_set	eval
ivec15-lre_hmpgelc	hindi	prog
ivec15-lre_hmpodkc	punjabi	prog
ivec15-lre_hmtzrpc	out_of_set	eval
ivec15-lre_hmymegc	bengali	eval
ivec15-lre_hmztzic	bengali	eval
ivec15-lre_hndyync	out_of_set	eval
ivec15-lre_hnekryc	turkish	eval
ivec15-lre_hnfavvc	indonesian	eval
ivec15-lre_hnfbzfc	laotian	eval
ivec15-lre_hnhibrc	pashto	eval
ivec15-lre_hnjtlkc	out_of_set	prog
ivec15-lre_hnkaybc	armenian	eval
ivec15-lre_hnlaqpc	hindi	eval
ivec15-lre_hnoitvc	spanish	prog
ivec15-lre_hnqlwac	out_of_set	prog
ivec15-lre_hnrepoc	farsi	eval
ivec15-lre_hnvnmfc	bengali	prog
ivec15-lre_hoczydc	shona	eval
ivec15-lre_hoffufc	punjabi	prog
ivec15-lre_hogximc	swahili	eval
ivec15-lre_hoilpoc	armenian	prog
ivec15-lre_homvgyc	out_of_set	eval
ivec15-lre_honbdgc	english	prog
ivec15-lre_hoogyzc	armenian	eval
ivec15-lre_hosadvc	farsi	prog
ivec15-lre_hotuncc	georgian	eval
ivec15-lre_houiutc	french	eval
ivec15-lre_hozcrgc	kazakh	eval
ivec15-lre_hpexgwc	russian	prog
ivec15-lre_hpfaoxc	georgian	eval
ivec15-lre_hphvyjc	georgian	eval
ivec15-lre_hpivwoc	georgian	eval
ivec15-lre_hpmkvcc	creole	prog
ivec15-lre_hpstayc	burmese	prog
ivec15-lre_hptgxlc	punjabi	prog
ivec15-lre_hpttlsc	khmer	prog
ivec15-lre_hptxelc	french	eval
ivec15-lre_hpugwuc	out_of_set	eval
ivec15-lre_hpupcjc	out_of_set	eval
ivec15-lre_hpwlxvc	tajik	prog
ivec15-lre_hpxogcc	creole	eval
ivec15-lre_hpxpzic	korean	eval
ivec15-lre_hqhwhzc	oromo	eval
ivec15-lre_hqlavic	out_of_set	prog
ivec15-lre_hqltbwc	out_of_set	eval
ivec15-lre_hqrpugc	tibetan	prog
ivec15-lre_hqrzunc	bosnian	eval
ivec15-lre_hqteclc	creole	prog
ivec15-lre_hqtsuzc	hindi	eval
ivec15-lre_hqwydec	urdu	eval
ivec15-lre_hqxsicc	out_of_set	prog
ivec15-lre_hrbcexc	out_of_set	prog
ivec15-lre_hrbufec	bosnian	eval
ivec15-lre_hrcchdc	mandarin	eval
ivec15-lre_hrczvqc	mandarin	eval
ivec15-lre_hrgdnjc	out_of_set	eval
ivec15-lre_hrmmjrc	out_of_set	prog
ivec15-lre_hrqzeec	burmese	eval
ivec15-lre_hrxpjsc	out_of_set	eval
ivec15-lre_hrzabkc	romanian	prog
ivec15-lre_hrzrlmc	slovak	prog
ivec15-lre_hsbuqvc	russian	eval
ivec15-lre_hsciphc	azerbaijani	eval
ivec15-lre_hscyejc	bosnian	prog
ivec15-lre_hsmprxc	out_of_set	eval
ivec15-lre_hssnmrc	out_of_set	eval
ivec15-lre_hstmnbc	azerbaijani	eval
ivec15-lre_hsukzkc	azerbaijani	eval
ivec15-lre_hsxhpmc	urdu	prog
ivec15-lre_htecgmc	cantonese	prog
ivec15-lre_hteddqc	khmer	eval
ivec15-lre_htftlmc	slovak	eval
ivec15-lre_htgpyjc	creole	prog
ivec15-lre_htgzgbc	out_of_set	eval
ivec15-lre_htomcwc	tajik	prog
ivec15-lre_htqoodc	somali	eval
ivec15-lre_htrevfc	kazakh	prog
ivec15-lre_htstclc	mandarin	eval
ivec15-lre_hturwsc	uzbek	eval
ivec15-lre_htyoojc	out_of_set	prog
ivec15-lre_hucvuxc	khmer	eval
ivec15-lre_hudgywc	out_of_set	eval
ivec15-lre_huetnuc	romanian	prog
ivec15-lre_huiersc	out_of_set	eval
ivec15-lre_huqozoc	bengali	prog
ivec15-lre_hustixc	kosovo	eval
ivec15-lre_huzczgc	azerbaijani	prog
ivec15-lre_huzxxkc	burmese	eval
ivec15-lre_hvbuekc	out_of_set	eval
ivec15-lre_hverysc	out_of_set	prog
ivec15-lre_hvjicec	mandarin	eval
ivec15-lre_hvnqckc	out_of_set	eval
ivec15-lre_hvntzyc	tajik	prog
ivec15-lre_hvoaefc	hausa	eval
ivec15-lre_hvoasec	out_of_set	prog
ivec15-lre_hvtlyec	laotian	prog
ivec15-lre_hvuqsmc	cantonese	eval
ivec15-lre_hvvaagc	hindi	eval
ivec15-lre_hvytbcc	kosovo	prog
ivec15-lre_hwdjdnc	zulu	eval
ivec15-lre_hwfxadc	out_of_set	prog
ivec15-lre_hwgeouc	out_of_set	prog
ivec15-lre_hwgtnlc	mandarin	eval
ivec15-lre_hwobbsc	georgian	eval
ivec15-lre_hwszric	polish	eval
ivec15-lre_hwurphc	arabic	eval
ivec15-lre_hwxfcbc	out_of_set	prog
ivec15-lre_hxazdfc	pashto	eval
ivec15-lre_hxbqcyc	kosovo	eval
ivec15-lre_hxcflbc	polish	prog
ivec15-lre_hxfdzxc	hausa	eval
ivec15-lre_hxhzyrc	burmese	eval
ivec15-lre_hxjqkdc	tatar	eval
ivec15-lre_hxldnfc	out_of_set	eval
ivec15-lre_hxlpivc	kurdish	prog
ivec15-lre_hxqtvic	hindi	eval
ivec15-lre_hxrrsic	burmese	eval
ivec15-lre_hxtogkc	thai	eval
ivec15-lre_hxtohsc	russian	eval
ivec15-lre_hxvbxtc	farsi	eval
ivec15-lre_hxzpvzc	shona	eval
ivec15-lre_hyaoftc	out_of_set	eval
ivec15-lre_hyicjcc	cantonese	eval
ivec15-lre_hylchzc	out_of_set	eval
ivec15-lre_hylcxjc	punjabi	eval
ivec15-lre_hywbdzc	bosnian	prog
ivec15-lre_hywqfhc	cantonese	eval
ivec15-lre_hzcmdyc	kazakh	eval
ivec15-lre_hzenjnc	french	prog
ivec15-lre_hzfcukc	dari	eval
ivec15-lre_hzngcfc	out_of_set	eval
ivec15-lre_hzoiync	somali	eval
ivec15-lre_hzsyhtc	out_of_set	prog
ivec15-lre_hzzxghc	out_of_set	eval
ivec15-lre_iaanrkc	russian	eval
ivec15-lre_iaculyc	turkish	eval
ivec15-lre_iagsdnc	kurdish	prog
ivec15-lre_iajquzc	out_of_set	prog
ivec15-lre_iajuvlc	greek	eval
ivec15-lre_ialhenc	out_of_set	eval
ivec15-lre_iamqipc	out_of_set	prog
ivec15-lre_iasbanc	korean	eval
ivec15-lre_iatrehc	slovak	prog
ivec15-lre_iavuamc	pashto	eval
ivec15-lre_ibarsxc	romanian	eval
ivec15-lre_ibbltwc	out_of_set	eval
ivec15-lre_ibdxuec	out_of_set	eval
ivec15-lre_ibewrtc	amharic	eval
ivec15-lre_ibikdic	tagalog	prog
ivec15-lre_ibpuwlc	farsi	eval
ivec15-lre_ibxptzc	tajik	eval
ivec15-lre_icblqsc	zulu	eval
ivec15-lre_iccasrc	out_of_set	eval
ivec15-lre_icfifdc	tatar	prog
ivec15-lre_icpvrpc	spanish	eval
ivec15-lre_icqqexc	out_of_set	eval
ivec15-lre_icsoykc	turkish	eval
ivec15-lre_iczwyvc	kurdish	eval
ivec15-lre_idbbdvc	urdu	eval
ivec15-lre_idbelyc	out_of_set	eval
ivec15-lre_idcqegc	korean	eval
ivec15-lre_iddirnc	azerbaijani	eval
ivec15-lre_iddnlwc	oromo	eval
ivec15-lre_idfsmbc	tajik	eval
ivec15-lre_idjxisc	punjabi	prog
ivec15-lre_idmlnuc	dari	prog
ivec15-lre_idpphgc	ukrainian	eval
ivec15-lre_idssnvc	out_of_set	prog
ivec15-lre_idyzksc	azerbaijani	eval
ivec15-lre_ieaksfc	mandarin	eval
ivec15-lre_iebeasc	tajik	eval
ivec15-lre_iecukoc	urdu	prog
ivec15-lre_ieiozxc	slovak	prog
ivec15-lre_iewkqbc	urdu	prog
ivec15-lre_ieyflwc	kazakh	eval
ivec15-lre_ifaysqc	ukrainian	eval
ivec15-lre_ifbrslc	out_of_set	eval
ivec15-lre_iffgcxc	urdu	eval
ivec15-lre_ifglqkc	burmese	eval
ivec15-lre_ifhansc	cantonese	prog
ivec15-lre_ifircnc	uzbek	eval
ivec15-lre_ifittdc	greek	eval
ivec15-lre_ifkrzyc	amharic	eval
ivec15-lre_ifqfalc	japanese	prog
ivec15-lre_ifqiuvc	oromo	prog
ivec15-lre_ifqjvpc	out_of_set	prog
ivec15-lre_iftpahc	out_of_set	eval
ivec15-lre_iftsyyc	farsi	eval
ivec15-lre_ifwuvsc	out_of_set	eval
ivec15-lre_ifylzyc	romanian	prog
ivec15-lre_ifynujc	french	eval
ivec15-lre_igbbjac	urdu	eval
ivec15-lre_igcolxc	out_of_set	prog
ivec15-lre_iggognc	out_of_set	eval
ivec15-lre_ighyjuc	slovak	eval
ivec15-lre_igihjxc	out_of_set	prog
ivec15-lre_igpkcnc	japanese	eval
ivec15-lre_igqyhbc	japanese	eval
ivec15-lre_igronjc	out_of_set	eval
ivec15-lre_iguettc	cantonese	prog
ivec15-lre_iguwqdc	oromo	prog
ivec15-lre_igvdlpc	dari	eval
ivec15-lre_igxurjc	ukrainian	eval
ivec15-lre_iheekuc	out_of_set	eval
ivec15-lre_ihhpwsc	out_of_set	prog
ivec15-lre_ihqrnkc	cantonese	prog
ivec15-lre_ihtwawc	mandarin	eval
ivec15-lre_ihupjmc	shona	prog
ivec15-lre_ihvgrec	portuguese	eval
ivec15-lre_ihwxoqc	romanian	eval
ivec15-lre_ihzuvhc	kyryz	eval
ivec15-lre_iiazmec	out_of_set	eval
ivec15-lre_iibihuc	romanian	prog
ivec15-lre_iibpjqc	greek	eval
ivec15-lre_iiicmyc	hindi	prog
ivec15-lre_iijauzc	kurdish	eval
ivec15-lre_iijdsbc	azerbaijani	eval
ivec15-lre_iijtlsc	out_of_set	eval
ivec15-lre_iipauic	indonesian	eval
ivec15-lre_iisqpoc	tibetan	eval
ivec15-lre_iiyerdc	cantonese	prog
ivec15-lre_iiyipac	out_of_set	eval
ivec15-lre_iiytspc	shona	eval
ivec15-lre_ijajfuc	amharic	prog
ivec15-lre_ijbomrc	arabic	eval
ivec15-lre_ijcznec	bosnian	prog
ivec15-lre_ijfbrjc	kosovo	prog
ivec15-lre_ijgqvyc	uzbek	eval
ivec15-lre_ijjknoc	english	eval
ivec15-lre_ijqrkqc	tibetan	eval
ivec15-lre_ijtyiac	out_of_set	eval
ivec15-lre_ijyiwjc	amharic	eval
ivec15-lre_ijzkdjc	out_of_set	eval
ivec15-lre_ijztkgc	japanese	eval
ivec15-lre_ikeamoc	romanian	prog
ivec15-lre_ikgnqnc	bosnian	eval
ivec15-lre_ikiflkc	out_of_set	prog
ivec15-lre_ikkwogc	japanese	eval
ivec15-lre_iklzrdc	indonesian	prog
ivec15-lre_ikowqhc	farsi	eval
ivec15-lre_ikuhloc	georgian	prog
ivec15-lre_ikvikbc	azerbaijani	prog
ivec15-lre_ilakusc	cantonese	prog
ivec15-lre_ilaqotc	azerbaijani	eval
ivec15-lre_ilfhncc	laotian	eval
ivec15-lre_ilhmijc	polish	eval
ivec15-lre_ilmbdsc	tibetan	eval
ivec15-lre_ilppnsc	cantonese	eval
ivec15-lre_ilztnxc	portuguese	eval
ivec15-lre_imbgjzc	polish	eval
ivec15-lre_imiontc	out_of_set	prog
ivec15-lre_imjzppc	out_of_set	eval
ivec15-lre_imnajic	out_of_set	prog
ivec15-lre_imnicpc	bosnian	prog
ivec15-lre_imzeisc	tatar	eval
ivec15-lre_inbngxc	out_of_set	prog
ivec15-lre_infhkhc	armenian	eval
ivec15-lre_injqgzc	czech	eval
ivec15-lre_inpcawc	hausa	eval
ivec15-lre_inrxcbc	out_of_set	eval
ivec15-lre_inuynxc	out_of_set	eval
ivec15-lre_invjulc	laotian	eval
ivec15-lre_invwvuc	greek	prog
ivec15-lre_iobkigc	czech	eval
ivec15-lre_iobuovc	out_of_set	eval
ivec15-lre_iocdrbc	shona	prog
ivec15-lre_iodvhac	out_of_set	eval
ivec15-lre_iohrvzc	english	prog
ivec15-lre_iolygtc	bengali	prog
ivec15-lre_iomprwc	shona	prog
ivec15-lre_ioopqqc	tagalog	eval
ivec15-lre_iopppxc	japanese	eval
ivec15-lre_iotjqzc	khmer	eval
ivec15-lre_iowjscc	russian	eval
ivec15-lre_ioxqpvc	oromo	eval
ivec15-lre_ioykdgc	shona	prog
ivec15-lre_ioyswzc	english	prog
ivec15-lre_ipbmeuc	tatar	eval
ivec15-lre_ipcwvmc	arabic	eval
ivec15-lre_ipdpdec	ukrainian	eval
ivec15-lre_ipnftjc	russian	prog
ivec15-lre_ipnnntc	out_of_set	eval
ivec15-lre_ipofcxc	khmer	eval
ivec15-lre_iprjgic	russian	prog
ivec15-lre_iptollc	mandarin	eval
ivec15-lre_iqaerbc	thai	prog
ivec15-lre_iqhgqoc	out_of_set	prog
ivec15-lre_iqqvjuc	shona	eval
ivec15-lre_iquyusc	out_of_set	eval
ivec15-lre_iqwputc	kosovo	eval
ivec15-lre_ircltac	english	eval
ivec15-lre_ircvjrc	out_of_set	eval
ivec15-lre_irdeolc	oromo	eval
ivec15-lre_irefetc	zulu	eval
ivec15-lre_irjwnsc	tibetan	eval
ivec15-lre_irpgwgc	out_of_set	prog
ivec15-lre_irpnfsc	kosovo	eval
ivec15-lre_irpwgrc	out_of_set	eval
ivec15-lre_irwrokc	hausa	prog
ivec15-lre_iryesbc	khmer	prog
ivec15-lre_irygmec	cantonese	eval
ivec15-lre_isbngsc	out_of_set	prog
ivec15-lre_isdbiyc	tagalog	eval
ivec15-lre_isgobxc	swahili	eval
ivec15-lre_isinpwc	slovak	eval
ivec15-lre_isnfffc	creole	prog
ivec15-lre_isnpcoc	mandarin	eval
ivec15-lre_ispnhkc	out_of_set	prog
ivec15-lre_ispyukc	out_of_set	prog
ivec15-lre_itcksyc	tibetan	eval
ivec15-lre_itdeqac	mandarin	eval
ivec15-lre_itlubac	tibetan	prog
ivec15-lre_itlzeoc	punjabi	eval
ivec15-lre_itojjdc	out_of_set	prog
ivec15-lre_itpmpyc	out_of_set	eval
ivec15-lre_itulgic	kosovo	prog
ivec15-lre_itxsvlc	kosovo	eval
ivec15-lre_itxyafc	out_of_set	eval
ivec15-lre_itzigpc	greek	eval
ivec15-lre_iubsstc	japanese	prog
ivec15-lre_iucovbc	arabic	prog
ivec15-lre_iudqlqc	out_of_set	prog
ivec15-lre_iufrtlc	out_of_set	eval
ivec15-lre_iulrcfc	tajik	prog
